Date,1W,1M,3M,6M,12M,,,,,,,,,,,,,,,,,,,,,,
04-Aug-22,-0.07,-0.039,0.269,0.689,1.014,,,,,,,,,,,,,,,,,,,,,,
03-Aug-22,-0.073,-0.04,0.252,0.667,0.963,,,,,,,,,,,,,,,,,,,,,,
02-Aug-22,-0.07,-0.048,0.26,0.652,0.926,,,,,,,,,,,,,,,,,,,,,,
01-Aug-22,-0.071,-0.062,0.246,0.654,0.942,,,,,,,,,,,,,,,,,,,,,,
29-Jul-22,-0.074,-0.071,0.232,0.653,0.921,,,,,,,,,,,,,,,,,,,,,,
28-Jul-22,-0.081,-0.035,0.267,0.66,1.044,,,,,,,,,,,,,,,,,,,,,,
27-Jul-22,-0.118,-0.062,0.238,0.631,1.013,,,,,,,,,,,,,,,,,,,,,,
26-Jul-22,-0.176,-0.089,0.212,0.623,1.033,,,,,,,,,,,,,,,,,,,,,,
25-Jul-22,-0.279,-0.131,0.233,0.633,1.04,,,,,,,,,,,,,,,,,,,,,,
22-Jul-22,-0.421,-0.17,0.2,0.706,1.2,,,,,,,,,,,,,,,,,,,,,,
21-Jul-22,-0.513,-0.252,0.145,0.632,1.142,,,,,,,,,,,,,,,,,,,,,,
20-Jul-22,-0.543,-0.259,0.125,0.635,1.164,,,,,,,,,,,,,,,,,,,,,,
19-Jul-22,-0.562,-0.325,0.042,0.534,1.052,,,,,,,,,,,,,,,,,,,,,,
18-Jul-22,-0.565,-0.32,0.047,0.503,1.015,,,,,,,,,,,,,,,,,,,,,,
15-Jul-22,-0.565,-0.317,0.072,0.532,1.057,,,,,,,,,,,,,,,,,,,,,,
14-Jul-22,-0.569,-0.378,0.002,0.448,0.952,,,,,,,,,,,,,,,,,,,,,,
13-Jul-22,-0.57,-0.421,-0.052,0.363,0.865,,,,,,,,,,,,,,,,,,,,,,
12-Jul-22,-0.571,-0.4,-0.058,0.379,0.926,,,,,,,,,,,,,,,,,,,,,,
11-Jul-22,-0.572,-0.398,-0.07,0.365,0.969,,,,,,,,,,,,,,,,,,,,,,
08-Jul-22,-0.563,-0.427,-0.087,0.322,0.972,,,,,,,,,,,,,,,,,,,,,,
07-Jul-22,-0.573,-0.464,-0.141,0.238,0.821,,,,,,,,,,,,,,,,,,,,,,
06-Jul-22,-0.573,-0.465,-0.152,0.226,0.839,,,,,,,,,,,,,,,,,,,,,,
05-Jul-22,-0.567,-0.46,-0.145,0.234,0.939,,,,,,,,,,,,,,,,,,,,,,
04-Jul-22,-0.568,-0.485,-0.165,0.241,0.897,,,,,,,,,,,,,,,,,,,,,,
01-Jul-22,-0.565,-0.506,-0.176,0.238,0.961,,,,,,,,,,,,,,,,,,,,,,
30-Jun-22,-0.568,-0.508,-0.195,0.263,1.037,,,,,,,,,,,,,,,,,,,,,,
29-Jun-22,-0.563,-0.535,-0.191,0.278,1.068,,,,,,,,,,,,,,,,,,,,,,
28-Jun-22,-0.57,-0.536,-0.211,0.225,1.022,,,,,,,,,,,,,,,,,,,,,,
27-Jun-22,-0.569,-0.551,-0.218,0.223,0.948,,,,,,,,,,,,,,,,,,,,,,
24-Jun-22,-0.572,-0.553,-0.218,0.223,0.975,,,,,,,,,,,,,,,,,,,,,,
23-Jun-22,-0.568,-0.528,-0.186,0.273,1.089,,,,,,,,,,,,,,,,,,,,,,
22-Jun-22,-0.569,-0.512,-0.172,0.291,1.108,,,,,,,,,,,,,,,,,,,,,,
21-Jun-22,-0.563,-0.512,-0.163,0.289,1.115,,,,,,,,,,,,,,,,,,,,,,
20-Jun-22,-0.568,-0.5,-0.178,0.273,1.091,,,,,,,,,,,,,,,,,,,,,,
17-Jun-22,-0.568,-0.487,-0.169,0.291,1.124,,,,,,,,,,,,,,,,,,,,,,
16-Jun-22,-0.571,-0.498,-0.172,0.249,1.058,,,,,,,,,,,,,,,,,,,,,,
15-Jun-22,-0.566,-0.494,-0.182,0.237,1.067,,,,,,,,,,,,,,,,,,,,,,
14-Jun-22,-0.571,-0.512,-0.243,0.175,0.957,,,,,,,,,,,,,,,,,,,,,,
13-Jun-22,-0.568,-0.536,-0.281,0.108,0.792,,,,,,,,,,,,,,,,,,,,,,
10-Jun-22,-0.568,-0.539,-0.298,0.083,0.68,,,,,,,,,,,,,,,,,,,,,,
09-Jun-22,-0.578,-0.533,-0.282,0.063,0.614,,,,,,,,,,,,,,,,,,,,,,
08-Jun-22,-0.575,-0.537,-0.302,0.034,0.569,,,,,,,,,,,,,,,,,,,,,,
07-Jun-22,-0.578,-0.525,-0.298,0.029,0.561,,,,,,,,,,,,,,,,,,,,,,
06-Jun-22,-0.573,-0.531,-0.314,0.009,0.521,,,,,,,,,,,,,,,,,,,,,,
03-Jun-22,-0.566,-0.538,-0.328,-0.008,0.486,,,,,,,,,,,,,,,,,,,,,,
02-Jun-22,-0.574,-0.538,-0.327,-0.017,0.45,,,,,,,,,,,,,,,,,,,,,,
01-Jun-22,-0.577,-0.541,-0.335,-0.034,0.417,,,,,,,,,,,,,,,,,,,,,,
31-May-22,-0.568,-0.546,-0.338,-0.045,0.39,,,,,,,,,,,,,,,,,,,,,,
30-May-22,-0.569,-0.545,-0.354,-0.068,0.361,,,,,,,,,,,,,,,,,,,,,,
27-May-22,-0.572,-0.545,-0.368,-0.076,0.358,,,,,,,,,,,,,,,,,,,,,,
26-May-22,-0.563,-0.544,-0.352,-0.061,0.36,,,,,,,,,,,,,,,,,,,,,,
25-May-22,-0.575,-0.547,-0.351,-0.062,0.359,,,,,,,,,,,,,,,,,,,,,,
24-May-22,-0.573,-0.543,-0.356,-0.073,0.364,,,,,,,,,,,,,,,,,,,,,,
23-May-22,-0.568,-0.543,-0.363,-0.085,0.348,,,,,,,,,,,,,,,,,,,,,,
20-May-22,-0.566,-0.535,-0.348,-0.078,0.353,,,,,,,,,,,,,,,,,,,,,,
19-May-22,-0.563,-0.542,-0.348,-0.096,0.344,,,,,,,,,,,,,,,,,,,,,,
18-May-22,-0.577,-0.552,-0.368,-0.126,0.313,,,,,,,,,,,,,,,,,,,,,,
17-May-22,-0.564,-0.544,-0.38,-0.166,0.24,,,,,,,,,,,,,,,,,,,,,,
16-May-22,-0.565,-0.558,-0.403,-0.192,0.206,,,,,,,,,,,,,,,,,,,,,,
13-May-22,-0.564,-0.546,-0.403,-0.209,0.182,,,,,,,,,,,,,,,,,,,,,,
12-May-22,-0.568,-0.544,-0.406,-0.211,0.23,,,,,,,,,,,,,,,,,,,,,,
11-May-22,-0.571,-0.566,-0.414,-0.208,0.227,,,,,,,,,,,,,,,,,,,,,,
10-May-22,-0.564,-0.553,-0.417,-0.202,0.236,,,,,,,,,,,,,,,,,,,,,,
09-May-22,-0.568,-0.533,-0.402,-0.183,0.263,,,,,,,,,,,,,,,,,,,,,,
06-May-22,-0.563,-0.553,-0.426,-0.206,0.246,,,,,,,,,,,,,,,,,,,,,,
05-May-22,-0.563,-0.553,-0.421,-0.206,0.253,,,,,,,,,,,,,,,,,,,,,,
04-May-22,-0.569,-0.544,-0.427,-0.205,0.234,,,,,,,,,,,,,,,,,,,,,,
03-May-22,-0.566,-0.543,-0.425,-0.198,0.225,,,,,,,,,,,,,,,,,,,,,,
02-May-22,-0.568,-0.527,-0.416,-0.204,0.213,,,,,,,,,,,,,,,,,,,,,,
29-Apr-22,-0.566,-0.538,-0.429,-0.226,0.166,,,,,,,,,,,,,,,,,,,,,,
28-Apr-22,-0.571,-0.522,-0.438,-0.242,0.118,,,,,,,,,,,,,,,,,,,,,,
27-Apr-22,-0.569,-0.52,-0.445,-0.251,0.109,,,,,,,,,,,,,,,,,,,,,,
26-Apr-22,-0.576,-0.513,-0.43,-0.246,0.111,,,,,,,,,,,,,,,,,,,,,,
25-Apr-22,-0.57,-0.5,-0.415,-0.239,0.134,,,,,,,,,,,,,,,,,,,,,,
22-Apr-22,-0.57,-0.52,-0.427,-0.268,0.084,,,,,,,,,,,,,,,,,,,,,,
21-Apr-22,-0.57,-0.541,-0.463,-0.31,0.017,,,,,,,,,,,,,,,,,,,,,,
20-Apr-22,-0.572,-0.569,-0.475,-0.332,-0.014,,,,,,,,,,,,,,,,,,,,,,
19-Apr-22,-0.572,-0.56,-0.468,-0.333,-0.01,,,,,,,,,,,,,,,,,,,,,,
14-Apr-22,-0.56,-0.547,-0.452,-0.317,0.003,,,,,,,,,,,,,,,,,,,,,,
13-Apr-22,-0.56,-0.543,-0.448,-0.328,-0.014,,,,,,,,,,,,,,,,,,,,,,
12-Apr-22,-0.569,-0.538,-0.433,-0.32,0.005,,,,,,,,,,,,,,,,,,,,,,
11-Apr-22,-0.573,-0.529,-0.435,-0.334,-0.03,,,,,,,,,,,,,,,,,,,,,,
08-Apr-22,-0.565,-0.541,-0.449,-0.35,-0.048,,,,,,,,,,,,,,,,,,,,,,
07-Apr-22,-0.574,-0.548,-0.465,-0.355,-0.058,,,,,,,,,,,,,,,,,,,,,,
06-Apr-22,-0.567,-0.54,-0.463,-0.361,-0.063,,,,,,,,,,,,,,,,,,,,,,
05-Apr-22,-0.578,-0.548,-0.467,-0.375,-0.093,,,,,,,,,,,,,,,,,,,,,,
04-Apr-22,-0.567,-0.551,-0.447,-0.358,-0.083,,,,,,,,,,,,,,,,,,,,,,
01-Apr-22,-0.564,-0.541,-0.461,-0.362,-0.086,,,,,,,,,,,,,,,,,,,,,,
31-Mar-22,-0.579,-0.532,-0.458,-0.367,-0.073,,,,,,,,,,,,,,,,,,,,,,
30-Mar-22,-0.57,-0.527,-0.464,-0.371,-0.103,,,,,,,,,,,,,,,,,,,,,,
29-Mar-22,-0.576,-0.533,-0.473,-0.381,-0.105,,,,,,,,,,,,,,,,,,,,,,
28-Mar-22,-0.562,-0.536,-0.477,-0.388,-0.127,,,,,,,,,,,,,,,,,,,,,,
25-Mar-22,-0.561,-0.546,-0.477,-0.392,-0.142,,,,,,,,,,,,,,,,,,,,,,
24-Mar-22,-0.573,-0.541,-0.483,-0.397,-0.16,,,,,,,,,,,,,,,,,,,,,,
23-Mar-22,-0.567,-0.549,-0.493,-0.392,-0.165,,,,,,,,,,,,,,,,,,,,,,
22-Mar-22,-0.568,-0.562,-0.499,-0.393,-0.186,,,,,,,,,,,,,,,,,,,,,,
21-Mar-22,-0.566,-0.55,-0.494,-0.391,-0.203,,,,,,,,,,,,,,,,,,,,,,
18-Mar-22,-0.566,-0.557,-0.487,-0.393,-0.207,,,,,,,,,,,,,,,,,,,,,,
17-Mar-22,-0.565,-0.548,-0.493,-0.402,-0.216,,,,,,,,,,,,,,,,,,,,,,
16-Mar-22,-0.569,-0.554,-0.488,-0.393,-0.232,,,,,,,,,,,,,,,,,,,,,,
15-Mar-22,-0.571,-0.553,-0.502,-0.407,-0.237,,,,,,,,,,,,,,,,,,,,,,
14-Mar-22,-0.575,-0.556,-0.5,-0.413,-0.258,,,,,,,,,,,,,,,,,,,,,,
11-Mar-22,-0.565,-0.548,-0.502,-0.414,-0.268,,,,,,,,,,,,,,,,,,,,,,
10-Mar-22,-0.571,-0.549,,-0.427,-0.293,,,,,,,,,,,,,,,,,,,,,,
09-Mar-22,-0.565,-0.53,-0.491,-0.424,-0.308,,,,,,,,,,,,,,,,,,,,,,
08-Mar-22,-0.583,-0.528,,-0.443,-0.328,,,,,,,,,,,,,,,,,,,,,,
07-Mar-22,-0.568,-0.517,-0.498,-0.453,-0.352,,,,,,,,,,,,,,,,,,,,,,
04-Mar-22,-0.567,-0.546,-0.52,-0.482,-0.359,,,,,,,,,,,,,,,,,,,,,,
03-Mar-22,-0.574,-0.549,-0.526,-0.485,-0.377,,,,,,,,,,,,,,,,,,,,,,
02-Mar-22,-0.56,-0.558,-0.532,-0.502,-0.398,,,,,,,,,,,,,,,,,,,,,,
01-Mar-22,-0.565,-0.553,,-0.496,-0.363,,,,,,,,,,,,,,,,,,,,,,
28-Feb-22,-0.567,-0.551,-0.533,-0.493,-0.349,,,,,,,,,,,,,,,,,,,,,,
25-Feb-22,-0.558,-0.543,-0.528,-0.488,-0.348,,,,,,,,,,,,,,,,,,,,,,
24-Feb-22,-0.576,-0.548,-0.53,-0.48,-0.323,,,,,,,,,,,,,,,,,,,,,,
23-Feb-22,-0.568,-0.544,-0.529,-0.483,-0.332,,,,,,,,,,,,,,,,,,,,,,
22-Feb-22,-0.569,-0.555,-0.528,-0.49,-0.337,,,,,,,,,,,,,,,,,,,,,,
21-Feb-22,-0.576,-0.556,-0.527,-0.482,-0.332,,,,,,,,,,,,,,,,,,,,,,
18-Feb-22,-0.568,-0.557,-0.528,-0.487,-0.329,,,,,,,,,,,,,,,,,,,,,,
17-Feb-22,-0.578,-0.562,-0.529,-0.478,-0.313,,,,,,,,,,,,,,,,,,,,,,
16-Feb-22,-0.571,-0.558,-0.524,-0.461,-0.286,,,,,,,,,,,,,,,,,,,,,,
15-Feb-22,-0.578,-0.555,-0.523,-0.455,-0.285,,,,,,,,,,,,,,,,,,,,,,
14-Feb-22,-0.583,-0.551,,-0.448,-0.283,,,,,,,,,,,,,,,,,,,,,,
11-Feb-22,-0.577,-0.557,-0.523,-0.458,-0.298,,,,,,,,,,,,,,,,,,,,,,
10-Feb-22,-0.571,-0.552,-0.528,-0.467,-0.325,,,,,,,,,,,,,,,,,,,,,,
09-Feb-22,-0.578,-0.547,-0.523,-0.457,-0.313,,,,,,,,,,,,,,,,,,,,,,
08-Feb-22,-0.57,-0.545,-0.538,-0.463,-0.313,,,,,,,,,,,,,,,,,,,,,,
07-Feb-22,-0.573,-0.548,-0.53,-0.456,-0.31,,,,,,,,,,,,,,,,,,,,,,
04-Feb-22,-0.569,-0.551,-0.548,-0.473,-0.346,,,,,,,,,,,,,,,,,,,,,,
03-Feb-22,-0.568,-0.56,-0.551,-0.499,-0.423,,,,,,,,,,,,,,,,,,,,,,
02-Feb-22,-0.564,-0.561,-0.547,-0.502,-0.429,,,,,,,,,,,,,,,,,,,,,,
01-Feb-22,-0.567,-0.56,-0.547,-0.503,-0.431,,,,,,,,,,,,,,,,,,,,,,
31-Jan-22,-0.567,-0.567,-0.552,-0.514,-0.453,,,,,,,,,,,,,,,,,,,,,,
28-Jan-22,-0.573,-0.563,-0.55,-0.519,-0.459,,,,,,,,,,,,,,,,,,,,,,
27-Jan-22,-0.573,-0.565,-0.547,-0.518,-0.466,,,,,,,,,,,,,,,,,,,,,,
26-Jan-22,-0.572,-0.565,-0.554,-0.524,-0.468,,,,,,,,,,,,,,,,,,,,,,
25-Jan-22,-0.572,-0.562,-0.548,-0.523,-0.467,,,,,,,,,,,,,,,,,,,,,,
24-Jan-22,-0.573,-0.563,-0.543,-0.522,-0.463,,,,,,,,,,,,,,,,,,,,,,
21-Jan-22,-0.573,-0.559,-0.552,-0.522,-0.462,,,,,,,,,,,,,,,,,,,,,,
20-Jan-22,-0.577,-0.561,-0.553,-0.521,-0.46,,,,,,,,,,,,,,,,,,,,,,
19-Jan-22,-0.573,-0.563,-0.557,-0.524,-0.468,,,,,,,,,,,,,,,,,,,,,,
18-Jan-22,-0.578,-0.563,-0.558,-0.524,-0.468,,,,,,,,,,,,,,,,,,,,,,
17-Jan-22,-0.582,-0.562,-0.56,-0.523,-0.47,,,,,,,,,,,,,,,,,,,,,,
14-Jan-22,-0.574,-0.565,-0.568,-0.533,-0.483,,,,,,,,,,,,,,,,,,,,,,
13-Jan-22,-0.577,-0.568,-0.563,-0.534,-0.483,,,,,,,,,,,,,,,,,,,,,,
12-Jan-22,-0.58,-0.563,-0.563,-0.529,-0.475,,,,,,,,,,,,,,,,,,,,,,
11-Jan-22,-0.581,-0.564,-0.564,-0.528,-0.49,,,,,,,,,,,,,,,,,,,,,,
10-Jan-22,-0.579,-0.563,-0.57,-0.531,-0.489,,,,,,,,,,,,,,,,,,,,,,
07-Jan-22,-0.574,-0.565,-0.576,-0.536,-0.493,,,,,,,,,,,,,,,,,,,,,,
06-Jan-22,-0.579,-0.57,-0.574,-0.534,-0.496,,,,,,,,,,,,,,,,,,,,,,
05-Jan-22,-0.581,-0.566,-0.576,-0.541,-0.5,,,,,,,,,,,,,,,,,,,,,,
04-Jan-22,-0.575,-0.569,-0.565,-0.535,-0.498,,,,,,,,,,,,,,,,,,,,,,
03-Jan-22,-0.587,-0.576,-0.57,-0.539,-0.499,,,,,,,,,,,,,,,,,,,,,,
